,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
7804,Bihar,2009,Male,9.23,Stroke,97307888,897948,64.1,51-65
7805,Karnataka,2012,Male,5,Cancer,67330854,336654,74.6,36-50
7806,Rajasthan,2012,Male,6.56,Cancer,81471097,534244,70.3,36-50
7807,Gujarat,2005,Male,6.8,Cardio,77285656,525325,68.3,36-50
7808,Maharashtra,2012,Male,5,Cardio,61936026,309680,70.7,36-50
7809,Bihar,2013,Male,7.11,Accident,106157732,754856,65.5,19-35
7810,Karnataka,2008,Female,5,Diabetes,62940518,314702,72.1,0-18
7811,Rajasthan,2015,Male,5.46,Resp,86203741,470247,72.1,0-18
7812,Uttar Pradesh,2011,Male,6.52,Infect,196812998,1282631,68.7,36-50
7813,Kerala,2001,Male,5.49,Infect,35420000,194333,76.9,36-50
7814,Rajasthan,2011,Female,5.86,Accident,79952008,468529,67.6,19-35
7815,Uttar Pradesh,2008,Male,8.03,Infect,182760434,1467799,66,36-50
7816,Bihar,2014,Male,8.14,Accident,108493202,883335,67,66+
7817,Kerala,2010,Female,5,Resp,39434212,197171,80,36-50
7818,West Bengal,2007,Male,6.49,Cancer,100576950,652733,68.4,36-50
7819,Gujarat,2000,Female,7.99,Stroke,70000000,559344,68.1,36-50
7820,Uttar Pradesh,2014,Female,6.1,Cancer,211946073,1292650,69,36-50
7821,Gujarat,2009,Male,5.63,Stroke,83656479,471085,72.2,36-50
7822,Kerala,2000,Female,5.78,Resp,35000000,202285,77.4,19-35
7823,Kerala,2007,Female,5,Infect,38047982,190239,77.9,36-50
7824,Tamil Nadu,2000,Female,6.73,Accident,60000000,404082,73.4,51-65
7825,West Bengal,2000,Male,8.32,Cardio,90000000,748831,66.9,0-18
7826,Rajasthan,2005,Male,7.08,Resp,71414150,505675,66.8,51-65
7827,Karnataka,2006,Female,6.05,Resp,60853898,367915,72.2,36-50
7828,Tamil Nadu,2015,Female,5,Infect,75013923,375069,78,36-50
7829,Kerala,2012,Female,5,Diabetes,40386311,201931,80,66+
7830,Tamil Nadu,2015,Male,5,Cardio,75013923,375069,77.3,0-18
7831,Uttar Pradesh,2002,Female,8.41,Cardio,157593750,1325899,64.2,0-18
7832,Tamil Nadu,2005,Female,5.03,Accident,64637040,324935,76.8,51-65
7833,West Bengal,2006,Male,6.23,Infect,98993061,617015,69.1,51-65
7834,West Bengal,2002,Male,7.33,Infect,92903040,680654,65.5,19-35
7835,Gujarat,2000,Male,8.31,Infect,70000000,581401,67.4,66+
7836,West Bengal,2003,Female,7.36,Infect,94389488,695128,68.7,19-35
7837,Andhra Pradesh,2010,Female,5.07,Resp,51712086,262289,72,51-65
7838,Tamil Nadu,2013,Male,5,Infect,72813146,364065,78.5,36-50
7839,West Bengal,2013,Female,5.54,Resp,110626892,612620,71.9,36-50
7840,Uttar Pradesh,2014,Female,7.44,Resp,211946073,1577776,67,36-50
7841,Rajasthan,2012,Male,6.77,Cardio,81471097,551702,67.8,51-65
7842,Bihar,2000,Female,11.65,Resp,80000000,932013,61.2,36-50
7843,Bihar,2007,Female,10.01,Cardio,93163599,932365,64.3,19-35
7844,Rajasthan,2012,Female,6.29,Infect,81471097,512482,70.8,51-65
7845,Kerala,2005,Female,5.33,Cardio,37151008,197843,79.8,0-18
7846,Karnataka,2001,Male,6.89,Cardio,55934999,385138,70.1,66+
7847,West Bengal,2007,Male,6.09,Cardio,100576950,612621,69.2,0-18
7848,Andhra Pradesh,2008,Male,5.26,Infect,50293997,264351,73.4,51-65
7849,Andhra Pradesh,2001,Female,6.41,Infect,45630000,292392,71.4,0-18
7850,Kerala,2002,Male,5.45,Accident,35845040,195224,77.2,51-65
7851,Uttar Pradesh,2002,Female,8.4,Cancer,157593750,1323741,64.6,51-65
7852,Bihar,2015,Male,7.63,Accident,110880052,845665,64.9,36-50
7853,Maharashtra,2008,Female,5.74,Accident,57670302,330986,71.7,0-18
7854,Gujarat,2008,Female,6.15,Cardio,82016156,504240,67.6,19-35
7855,Kerala,2013,Female,5,Infect,40870947,204354,79,0-18
7856,Karnataka,2004,Female,6.1,Cardio,58836455,358698,73.5,0-18
7857,Gujarat,2009,Male,5.7,Resp,83656479,477000,70.1,66+
7858,West Bengal,2013,Male,5,Accident,110626892,553134,70.8,36-50
7859,Uttar Pradesh,2001,Male,9.3,Infect,153750000,1429151,64.4,19-35
7860,West Bengal,2001,Male,7.73,Accident,91440000,707036,67.6,66+
7861,Rajasthan,2012,Female,5.87,Infect,81471097,478377,69.5,19-35
7862,Rajasthan,2006,Female,7.66,Cardio,72771019,557377,68.6,36-50
7863,Rajasthan,2006,Male,7.39,Resp,72771019,537613,65.8,0-18
7864,Bihar,2013,Female,9.78,Cardio,106157732,1038664,66.7,36-50
7865,Karnataka,2010,Female,5,Cancer,65098685,325493,73.7,51-65
7866,West Bengal,2007,Male,6.25,Accident,100576950,628916,68.9,0-18
7867,Uttar Pradesh,2015,Female,5.22,Cardio,217244724,1134125,67.7,0-18
7868,Uttar Pradesh,2010,Male,8.35,Resp,192012681,1603878,68.1,19-35
7869,Maharashtra,2009,Male,5.51,Accident,58708367,323699,73.1,19-35
7870,Uttar Pradesh,2014,Female,6.78,Diabetes,211946073,1436187,68.2,19-35
7871,Bihar,2011,Female,8.76,Accident,101636532,890175,64.3,51-65
7872,Bihar,2006,Male,9.63,Stroke,91158120,877750,66,51-65
7873,Andhra Pradesh,2012,Male,5,Diabetes,53170160,265850,72.4,51-65
7874,Gujarat,2014,Male,6.42,Infect,92363513,593257,73.8,36-50
7875,Uttar Pradesh,2006,Female,9.11,Cardio,173954012,1585035,67.2,19-35
7876,West Bengal,2004,Male,6.51,Cardio,95899720,623833,70.7,19-35
7877,Tamil Nadu,2006,Female,5.05,Cardio,65606595,331475,75.1,19-35
7878,Andhra Pradesh,2011,Male,5,Cancer,52436056,262180,75,19-35
7879,Andhra Pradesh,2003,Female,6.56,Infect,46916583,307837,70.8,0-18
7880,Kerala,2010,Female,5,Cancer,39434212,197171,79.3,66+
7881,Gujarat,2012,Male,5.83,Cardio,88776925,517402,72.9,19-35
7882,Gujarat,2011,Female,5.13,Infect,87036201,446613,71.5,0-18
7883,Andhra Pradesh,2011,Female,5,Cardio,52436056,262180,75.9,66+
7884,West Bengal,2010,Male,5.66,Diabetes,105482299,597119,71,36-50
7885,Kerala,2007,Male,5,Infect,38047982,190239,80,19-35
7886,Maharashtra,2002,Female,5.9,Cardio,51816200,305860,71.1,36-50
7887,Bihar,2007,Male,9.76,Cancer,93163599,909107,63.6,36-50
7888,Rajasthan,2003,Male,6.93,Resp,68775840,476337,65.7,19-35
7889,Gujarat,2006,Female,6.86,Cancer,78831369,540568,69.8,0-18
7890,Rajasthan,2008,Female,6.46,Cardio,75562588,488072,67.8,36-50
7891,Tamil Nadu,2008,Male,5,Cardio,67589555,337947,77.8,19-35
7892,Tamil Nadu,2000,Male,7.04,Accident,60000000,422213,74.4,66+
7893,Rajasthan,2015,Male,5.18,Accident,86203741,446525,69.6,0-18
7894,Tamil Nadu,2002,Female,6.88,Cancer,61813499,425018,74.4,0-18
7895,Rajasthan,2014,Male,6.05,Diabetes,84596409,511554,69.9,51-65
7896,Andhra Pradesh,2002,Female,6.97,Cardio,46268820,322277,68.8,19-35
7897,Bihar,2002,Male,10,Cancer,83558720,835988,62.6,51-65
7898,Tamil Nadu,2012,Female,5.21,Cardio,71737090,373891,78.9,19-35
7899,Gujarat,2007,Female,6.31,Infect,80407996,507743,69.5,0-18
7900,Uttar Pradesh,2008,Female,8.31,Infect,182760434,1518415,68.1,51-65
7901,Rajasthan,2008,Male,6.53,Resp,75562588,493663,67.6,36-50
7902,Karnataka,2004,Male,5.1,Accident,58836455,299794,72.4,19-35
7903,Uttar Pradesh,2006,Female,9.02,Infect,173954012,1568411,63.2,36-50
7904,West Bengal,2015,Male,5,Infect,114195273,570976,73.2,36-50
7905,Andhra Pradesh,2003,Male,7.07,Cardio,46916583,331851,68.4,36-50
7906,Uttar Pradesh,2008,Male,8.38,Infect,182760434,1531403,68.5,36-50
7907,Karnataka,2010,Female,5,Accident,65098685,325493,73.6,19-35
7908,Maharashtra,2006,Male,5.91,Cardio,55648911,328848,72.3,0-18
7909,Rajasthan,2001,Female,8.92,Accident,66234999,590845,65.2,0-18
7910,Kerala,2003,Male,5.36,Accident,36275180,194314,77.7,19-35
7911,Gujarat,2014,Male,5.63,Stroke,92363513,520174,72.4,36-50
7912,Uttar Pradesh,2004,Male,8.53,Cardio,165571933,1412592,63.9,0-18
7913,Rajasthan,2010,Female,6.37,Resp,78461245,499716,70.2,51-65
7914,Karnataka,2002,Male,6.21,Cardio,56885894,353111,71.4,51-65
7915,Karnataka,2006,Male,5.89,Cardio,60853898,358536,73.6,19-35
7916,Bihar,2007,Female,10.19,Resp,93163599,949284,64.8,66+
7917,Maharashtra,2004,Male,6.99,Infect,53698371,375472,72.3,19-35
7918,Kerala,2000,Male,6.07,Infect,35000000,212372,76.7,19-35
7919,Karnataka,2010,Female,5.83,Infect,65098685,379512,76.1,0-18
7920,Gujarat,2001,Male,8.46,Resp,71400000,604398,69,0-18
7921,West Bengal,2008,Male,6.6,Accident,102186182,674093,68.5,36-50
7922,Rajasthan,2004,Male,8.33,Infect,70082581,583672,66.4,19-35
7923,Uttar Pradesh,2003,Female,8.53,Infect,161533593,1377364,62.2,66+
7924,Bihar,2015,Female,7.61,Cardio,110880052,843702,66.4,19-35
7925,Tamil Nadu,2007,Male,5.05,Cardio,66590694,336204,76.8,36-50
7926,Kerala,2014,Female,5,Cardio,41361398,206806,80,19-35
7927,Kerala,2011,Male,5,Stroke,39907422,199537,80,0-18
7928,Rajasthan,2011,Female,5.8,Cardio,79952008,463612,68.6,19-35
7929,Gujarat,2002,Female,7.49,Resp,72828000,545156,69.1,51-65
7930,Kerala,2005,Female,5,Cardio,37151008,185755,78.6,51-65
7931,West Bengal,2014,Male,5,Stroke,112396922,561984,71.5,66+
7932,Gujarat,2006,Male,6.64,Cardio,78831369,523121,69.6,0-18
7933,Tamil Nadu,2000,Female,6.42,Cardio,60000000,385457,73.2,0-18
7934,Kerala,2008,Female,5,Stroke,38504558,192522,77.3,0-18
7935,Tamil Nadu,2009,Male,5,Cardio,68603398,343016,77.2,36-50
7936,West Bengal,2012,Female,5.65,Resp,108884736,614819,69.9,19-35
7937,Tamil Nadu,2012,Female,5,Infect,71737090,358685,78.3,36-50
7938,Uttar Pradesh,2009,Female,8.07,Accident,187329445,1512142,66.9,0-18
7939,Gujarat,2012,Male,5.99,Accident,88776925,532176,72.1,0-18
7940,Kerala,2007,Female,5,Cancer,38047982,190239,80,19-35
7941,Andhra Pradesh,2005,Male,6.92,Stroke,48239443,334001,72.8,51-65
7942,Uttar Pradesh,2003,Male,7.97,Accident,161533593,1288045,63.5,36-50
7943,Tamil Nadu,2009,Female,5,Accident,68603398,343016,77,36-50
7944,Andhra Pradesh,2008,Male,5.54,Accident,50293997,278852,71.8,51-65
7945,Kerala,2000,Female,5.7,Cardio,35000000,199435,75.9,0-18
7946,Andhra Pradesh,2009,Female,5.84,Cardio,50998113,297734,73.5,66+
7947,Andhra Pradesh,2015,Male,5,Stroke,55434717,277173,73.5,51-65
7948,Gujarat,2008,Male,5.69,Accident,82016156,466727,71.6,36-50
7949,Kerala,2005,Male,5.01,Resp,37151008,186015,78.4,19-35
7950,Rajasthan,2015,Male,5.84,Stroke,86203741,503223,70.7,19-35
7951,Rajasthan,2009,Female,7.69,Diabetes,76998278,592417,68.1,36-50
7952,Gujarat,2002,Male,6.99,Stroke,72828000,509256,68.4,36-50
7953,Gujarat,2007,Female,6.28,Cardio,80407996,505200,69,0-18
7954,Maharashtra,2006,Male,5.95,Diabetes,55648911,331172,70.5,51-65
7955,Kerala,2015,Female,5,Stroke,41857735,209288,80,66+
7956,Gujarat,2009,Female,6.72,Stroke,83656479,561903,71.8,36-50
7957,Karnataka,2004,Male,6.9,Stroke,58836455,406100,70.4,36-50
7958,Andhra Pradesh,2007,Female,5.89,Infect,49599602,292338,72.7,19-35
7959,Gujarat,2014,Male,5.78,Cardio,92363513,533620,72,19-35
7960,Andhra Pradesh,2003,Male,6.38,Cardio,46916583,299512,69.9,19-35
7961,Karnataka,2009,Male,5.13,Accident,64010506,328580,75.2,19-35
7962,Uttar Pradesh,2013,Male,6.99,Infect,206776656,1444592,68.4,19-35
7963,West Bengal,2006,Male,6.26,Cardio,98993061,620016,69.4,36-50
7964,Tamil Nadu,2010,Male,5,Infect,69632449,348162,76.6,19-35
7965,Rajasthan,2011,Male,6.95,Cardio,79952008,555288,70.4,66+
7966,Tamil Nadu,2009,Female,5,Accident,68603398,343016,76.6,36-50
7967,Maharashtra,2002,Male,6.15,Accident,51816200,318648,71.6,0-18
7968,Uttar Pradesh,2014,Female,6.73,Infect,211946073,1427174,69.1,36-50
7969,Tamil Nadu,2009,Male,5,Cardio,68603398,343016,77.6,51-65
7970,Maharashtra,2008,Female,5.24,Accident,57670302,302087,71.4,51-65
7971,Kerala,2006,Male,5,Accident,37596820,187984,77.5,0-18
7972,West Bengal,2010,Female,6.18,Diabetes,105482299,651834,71,51-65
7973,Kerala,2003,Male,5,Accident,36275180,181375,78.9,36-50
7974,Maharashtra,2014,Female,5,Cancer,64185790,320928,74.5,19-35
7975,West Bengal,2001,Female,7.24,Cancer,91440000,661605,68.4,0-18
7976,Maharashtra,2010,Female,5,Infect,59765118,298825,73.8,51-65
7977,Rajasthan,2007,Male,7.61,Infect,74153669,564378,67.5,51-65
7978,Tamil Nadu,2001,Female,6.1,Cardio,60899999,371435,74.6,19-35
7979,Uttar Pradesh,2004,Female,8.69,Diabetes,165571933,1439533,64.5,51-65
7980,Kerala,2013,Female,5,Cardio,40870947,204354,79.5,36-50
7981,Andhra Pradesh,2013,Male,5,Resp,53914543,269572,72.6,19-35
7982,Tamil Nadu,2004,Male,5.66,Infect,63681813,360697,75.7,0-18
7983,West Bengal,2000,Male,7.62,Diabetes,90000000,685947,65.4,19-35
7984,Tamil Nadu,2008,Female,5.89,Cardio,67589555,397915,77.2,0-18
7985,Tamil Nadu,2010,Female,5.22,Infect,69632449,363509,74.2,66+
7986,Tamil Nadu,2008,Male,5.41,Stroke,67589555,365927,76.4,0-18
7987,Rajasthan,2011,Male,6.51,Cardio,79952008,520550,67.1,19-35
7988,Uttar Pradesh,2007,Female,8.93,Cardio,178302863,1591807,65.9,51-65
7989,Rajasthan,2005,Female,7.18,Cancer,71414150,512624,68,66+
7990,Gujarat,2001,Female,7.57,Resp,71400000,540371,70,66+
7991,Bihar,2000,Female,11.55,Stroke,80000000,923813,62.5,19-35
7992,Bihar,2004,Male,10.43,Resp,87275746,910582,64.2,66+
7993,Gujarat,2006,Male,6.65,Infect,78831369,524338,70.4,36-50
7994,Andhra Pradesh,2002,Male,6.42,Resp,46268820,297245,70.6,0-18
7995,Tamil Nadu,2011,Female,5,Accident,70676936,353384,77.9,19-35
7996,Rajasthan,2015,Female,5.16,Infect,86203741,444505,69.7,66+
7997,Andhra Pradesh,2010,Male,5,Infect,51712086,258560,74.9,19-35
7998,Gujarat,2009,Female,6.15,Diabetes,83656479,514903,70.6,51-65
7999,Karnataka,2003,Female,6.05,Stroke,57852955,350189,71.4,0-18
8000,Karnataka,2007,Male,5.87,Resp,61888414,363017,74.1,51-65
8001,Kerala,2001,Male,5.41,Stroke,35420000,191466,75.8,51-65
8002,Uttar Pradesh,2012,Female,8.17,Cardio,201733323,1648930,66.6,19-35
8003,Tamil Nadu,2014,Female,5,Cancer,73905343,369526,78.8,19-35
8004,Bihar,2005,Male,9.09,Cardio,89195812,810886,63,51-65
8005,Karnataka,2010,Male,5,Accident,65098685,325493,75.4,19-35
8006,Bihar,2011,Male,8.16,Infect,101636532,829429,63.4,19-35
8007,Tamil Nadu,2009,Male,5.18,Accident,68603398,355028,78,51-65
8008,Kerala,2007,Female,5,Cardio,38047982,190239,79.8,66+
8009,Karnataka,2012,Female,5,Cardio,67330854,336654,73.7,51-65
8010,West Bengal,2003,Male,6.91,Cancer,94389488,652148,67.6,36-50
8011,West Bengal,2001,Female,7.86,Resp,91440000,718716,67,0-18
8012,Maharashtra,2000,Male,7.92,Accident,50000000,395968,71.2,19-35
8013,Maharashtra,2005,Male,7.02,Infect,54664942,383516,71.2,51-65
8014,Uttar Pradesh,2007,Male,8.68,Stroke,178302863,1548027,67.3,51-65
8015,Bihar,2005,Female,10.38,Cardio,89195812,926061,64.4,19-35
8016,Gujarat,2003,Female,6.77,Resp,74284560,502815,67.4,36-50
8017,Andhra Pradesh,2002,Female,6.29,Cardio,46268820,291024,69.1,36-50
8018,West Bengal,2000,Female,7.79,Infect,90000000,701294,67.6,19-35
8019,Karnataka,2001,Female,6.95,Cardio,55934999,388828,72.3,51-65
8020,Maharashtra,2005,Male,7.14,Accident,54664942,390097,71.2,0-18
8021,West Bengal,2001,Male,7.63,Cardio,91440000,697913,65.8,36-50
8022,Andhra Pradesh,2003,Female,6.38,Infect,46916583,299227,70.8,19-35
8023,Gujarat,2007,Male,5.65,Cancer,80407996,454284,68.7,66+
8024,Uttar Pradesh,2011,Male,8.09,Infect,196812998,1591354,66.5,19-35
8025,Uttar Pradesh,2012,Male,7.29,Diabetes,201733323,1470141,69.5,51-65
8026,Gujarat,2006,Female,7.24,Infect,78831369,570461,70.7,36-50
8027,Kerala,2012,Male,5,Accident,40386311,201931,80,0-18
8028,Karnataka,2009,Female,5,Resp,64010506,320052,74.4,19-35
8029,Karnataka,2013,Female,5.09,Resp,68475478,348841,74.4,0-18
8030,Kerala,2003,Female,5,Cardio,36275180,181375,77.9,51-65
8031,Maharashtra,2003,Male,6.68,Cardio,52748891,352303,71.6,36-50
8032,Tamil Nadu,2012,Male,5,Accident,71737090,358685,77.3,36-50
8033,Gujarat,2013,Male,5.56,Infect,90552464,503123,73.8,36-50
8034,Maharashtra,2000,Female,7.22,Cardio,50000000,360852,70,51-65
8035,Karnataka,2002,Female,6.43,Infect,56885894,365647,70.8,36-50
8036,West Bengal,2012,Female,6.22,Infect,108884736,677350,70,36-50
8037,Tamil Nadu,2007,Female,5.37,Cancer,66590694,357630,76.3,66+
8038,Karnataka,2003,Female,6.45,Infect,57852955,373404,71.5,66+
8039,Bihar,2014,Male,8.68,Diabetes,108493202,941439,65,0-18
8040,Bihar,2011,Male,8.71,Cardio,101636532,884823,65.4,19-35
8041,Andhra Pradesh,2000,Male,6.74,Cardio,45000000,303305,71.2,0-18
8042,Karnataka,2003,Female,6.76,Diabetes,57852955,390808,70.7,19-35
8043,Andhra Pradesh,2009,Female,5.29,Accident,50998113,269779,72.5,51-65
8044,Maharashtra,2008,Male,5.6,Accident,57670302,322725,71.9,0-18
8045,Maharashtra,2006,Female,6.34,Cancer,55648911,352688,72.1,0-18
8046,Gujarat,2011,Female,6.24,Cardio,87036201,543150,71,0-18
8047,Andhra Pradesh,2002,Male,6.87,Resp,46268820,317933,71.2,36-50
8048,Bihar,2006,Male,9.15,Cancer,91158120,834509,64.4,36-50
8049,Tamil Nadu,2014,Male,5,Cardio,73905343,369526,78.2,36-50
8050,Maharashtra,2011,Female,5,Accident,60840890,304204,73.9,51-65
8051,Tamil Nadu,2012,Female,5,Stroke,71737090,358685,77.8,66+
8052,Andhra Pradesh,2005,Male,6.56,Resp,48239443,316401,70.3,51-65
8053,Andhra Pradesh,2013,Female,5,Cardio,53914543,269572,74.6,19-35
8054,Andhra Pradesh,2013,Female,5,Infect,53914543,269572,75.2,51-65
8055,West Bengal,2006,Male,6.61,Infect,98993061,654536,69.1,51-65
8056,West Bengal,2015,Female,5,Cancer,114195273,570976,70.1,0-18
8057,Kerala,2002,Male,5.61,Stroke,35845040,201111,78.6,36-50
8058,Gujarat,2008,Female,6.53,Resp,82016156,535202,71.2,0-18
8059,Gujarat,2002,Female,7.6,Cardio,72828000,553293,67.2,19-35
8060,Andhra Pradesh,2015,Female,5,Cardio,55434717,277173,73.7,0-18
8061,Bihar,2002,Male,10.48,Cardio,83558720,875917,61.2,0-18
8062,Kerala,2014,Male,5,Cardio,41361398,206806,80,66+
8063,Gujarat,2011,Female,6.11,Accident,87036201,531401,71.2,19-35
8064,Kerala,2014,Female,5,Accident,41361398,206806,80,51-65
8065,Maharashtra,2001,Female,6.95,Cardio,50900000,353742,69.6,19-35
8066,Kerala,2001,Female,5,Cardio,35420000,177100,77.4,36-50
8067,Karnataka,2013,Female,5,Resp,68475478,342377,76.6,0-18
8068,Rajasthan,2012,Female,6.13,Accident,81471097,499795,70.4,36-50
8069,Gujarat,2005,Male,6.29,Cancer,77285656,486084,69,19-35
8070,Bihar,2003,Female,10.28,Infect,85397011,877588,64.5,19-35
8071,Bihar,2008,Male,8.81,Diabetes,95213198,838483,64.5,0-18
8072,Karnataka,2006,Female,5.98,Infect,60853898,363810,73.3,66+
8073,Tamil Nadu,2007,Male,5.09,Infect,66590694,338653,76.4,51-65
8074,Tamil Nadu,2007,Male,6.12,Cardio,66590694,407490,77.4,51-65
8075,West Bengal,2015,Male,5,Resp,114195273,570976,71.4,36-50
8076,Gujarat,2002,Male,6.83,Diabetes,72828000,497490,69.3,0-18
8077,Maharashtra,2015,Female,5,Diabetes,65341135,326705,75.2,66+
8078,Tamil Nadu,2009,Male,5,Infect,68603398,343016,76.2,0-18
8079,Karnataka,2005,Male,6.25,Resp,59836675,373970,72.2,36-50
8080,Karnataka,2008,Male,6.2,Resp,62940518,390533,73.4,19-35
8081,Uttar Pradesh,2004,Female,8.96,Resp,165571933,1484293,65.7,51-65
8082,Uttar Pradesh,2014,Male,6.4,Accident,211946073,1355556,68,51-65
8083,Bihar,2002,Male,11.33,Accident,83558720,946967,62.2,51-65
8084,Bihar,2005,Male,10.47,Accident,89195812,934190,64.6,0-18
8085,Andhra Pradesh,2015,Male,5,Resp,55434717,277173,73.8,51-65
8086,Andhra Pradesh,2011,Male,5,Cancer,52436056,262180,72.5,66+
8087,Uttar Pradesh,2004,Female,8.8,Resp,165571933,1456756,63,36-50
8088,West Bengal,2009,Male,6.23,Infect,103821160,646886,70.3,19-35
8089,Uttar Pradesh,2011,Male,7.84,Stroke,196812998,1543094,65.3,51-65
8090,Kerala,2014,Male,5,Resp,41361398,206806,80,36-50
8091,Rajasthan,2010,Male,6.24,Cancer,78461245,489582,68.6,51-65
8092,Karnataka,2012,Male,5,Accident,67330854,336654,74.5,0-18
8093,Karnataka,2006,Male,6.19,Accident,60853898,376659,73.3,19-35
8094,Bihar,2010,Male,8.83,Infect,99448662,877944,64,36-50
8095,West Bengal,2007,Female,6.1,Resp,100576950,613883,68.6,66+
8096,Uttar Pradesh,2005,Male,7.85,Stroke,169711231,1332509,66.6,51-65
8097,Uttar Pradesh,2010,Male,6.9,Resp,192012681,1325506,68.3,36-50
8098,Rajasthan,2001,Female,8.73,Infect,66234999,577946,66.9,66+
8099,Kerala,2002,Female,5.11,Cardio,35845040,183193,77.7,51-65
8100,Andhra Pradesh,2005,Male,6.89,Accident,48239443,332190,72.6,19-35
8101,Rajasthan,2002,Female,8.05,Resp,67493464,543484,67.4,51-65
8102,Uttar Pradesh,2003,Male,9.34,Cancer,161533593,1509445,65.8,51-65
8103,West Bengal,2002,Male,7.62,Infect,92903040,707826,68.4,66+
8104,Tamil Nadu,2005,Female,5.47,Cardio,64637040,353553,76.6,0-18
8105,Rajasthan,2001,Male,8.08,Resp,66234999,535220,67,36-50
8106,West Bengal,2002,Female,7.96,Cardio,92903040,739449,66.2,19-35
8107,West Bengal,2012,Male,5.56,Cardio,108884736,605041,72.1,51-65
8108,Bihar,2008,Female,9.25,Stroke,95213198,880371,63.6,51-65
8109,Gujarat,2015,Female,5.72,Accident,94210783,538937,73.4,36-50
8110,West Bengal,2015,Male,5,Resp,114195273,570976,72,51-65
8111,Tamil Nadu,2006,Male,5.13,Accident,65606595,336738,76.1,36-50
8112,West Bengal,2015,Female,5.67,Infect,114195273,647218,69.5,0-18
8113,Rajasthan,2009,Male,6.94,Stroke,76998278,534053,68.6,36-50
8114,Maharashtra,2014,Male,5.15,Accident,64185790,330438,74.2,51-65
8115,Gujarat,2004,Male,6.86,Infect,75770251,520091,69.7,36-50
8116,Uttar Pradesh,2009,Female,7.94,Resp,187329445,1487990,64.7,0-18
8117,Tamil Nadu,2013,Male,5,Infect,72813146,364065,78.2,0-18
8118,Rajasthan,2006,Female,7.42,Cardio,72771019,540308,68.4,36-50
8119,Kerala,2006,Female,5,Cancer,37596820,187984,78.4,19-35
8120,Karnataka,2001,Male,6.9,Resp,55934999,386022,70.6,19-35
8121,Gujarat,2014,Female,5.93,Cardio,92363513,548104,73,51-65
8122,Bihar,2002,Male,9.78,Cancer,83558720,817360,62.9,19-35
8123,Rajasthan,2002,Female,8.65,Cardio,67493464,583626,67.2,51-65
8124,Maharashtra,2010,Male,5.58,Diabetes,59765118,333716,72.2,19-35
8125,Gujarat,2003,Female,6.73,Accident,74284560,500267,68.9,51-65
8126,Tamil Nadu,2007,Female,5,Infect,66590694,332953,76.2,66+
8127,Rajasthan,2003,Male,7.26,Cardio,68775840,499279,65.4,51-65
8128,Bihar,2000,Female,10.51,Infect,80000000,840724,61.8,66+
8129,Karnataka,2004,Female,6.12,Accident,58836455,360316,72.9,19-35
8130,Gujarat,2013,Female,5.55,Cancer,90552464,502683,72.1,51-65
8131,West Bengal,2015,Male,5,Accident,114195273,570976,71.7,51-65
8132,Karnataka,2001,Female,7.77,Resp,55934999,434831,70.1,0-18
8133,Andhra Pradesh,2007,Female,5.8,Cardio,49599602,287484,71.6,66+
8134,Tamil Nadu,2007,Male,5,Stroke,66590694,332953,75.5,66+
8135,Tamil Nadu,2015,Female,5,Cardio,75013923,375069,78.3,51-65
8136,Maharashtra,2004,Female,6.39,Cardio,53698371,342897,71.2,36-50
8137,Rajasthan,2014,Female,5.87,Cancer,84596409,496307,70.6,51-65
8138,Uttar Pradesh,2009,Male,6.61,Accident,187329445,1238243,66.3,19-35
8139,Bihar,2000,Female,10.82,Resp,80000000,865788,63.1,36-50
8140,Karnataka,2004,Male,6.18,Infect,58836455,363347,71.3,36-50
8141,Bihar,2011,Male,8.7,Resp,101636532,884208,65,19-35
8142,West Bengal,2010,Female,6.13,Cardio,105482299,646252,70.3,0-18
8143,Kerala,2011,Female,5,Accident,39907422,199537,80,36-50
8144,Rajasthan,2002,Male,8.18,Accident,67493464,551942,66.8,19-35
8145,Tamil Nadu,2005,Male,6.42,Stroke,64637040,415180,74.5,66+
8146,Karnataka,2012,Male,5,Resp,67330854,336654,73.8,51-65
8147,Karnataka,2010,Male,5.24,Resp,65098685,341254,71.8,66+
8148,Gujarat,2007,Female,6.63,Resp,80407996,532712,69.7,36-50
8149,Uttar Pradesh,2011,Male,6.92,Cardio,196812998,1362892,66.6,19-35
8150,Rajasthan,2009,Female,6.71,Cancer,76998278,516895,69.3,36-50
8151,Maharashtra,2005,Female,6.75,Stroke,54664942,368868,69.9,51-65
8152,Tamil Nadu,2015,Female,5,Infect,75013923,375069,78.3,19-35
8153,Karnataka,2014,Female,5,Stroke,69639561,348197,76.3,51-65
8154,Andhra Pradesh,2012,Male,5.24,Accident,53170160,278789,74.5,36-50
8155,Andhra Pradesh,2000,Female,7.46,Cardio,45000000,335477,71.1,51-65
8156,Uttar Pradesh,2012,Female,6.54,Stroke,201733323,1318494,68.8,36-50
8157,Karnataka,2011,Female,5,Infect,66205363,331026,75.5,51-65
8158,Karnataka,2015,Female,5,Resp,70823434,354117,73.4,51-65
8159,Gujarat,2001,Female,7.77,Infect,71400000,554482,68.7,19-35
8160,West Bengal,2014,Female,5,Infect,112396922,561984,72.5,36-50
8161,Maharashtra,2005,Female,6.27,Stroke,54664942,342810,71.6,36-50
